emp_no,first_name,last_name,from_date,to_date
220431,Tomokazu,Dusink,1997-08-16,9999-01-01
220434,Moss,Linnainmaa,1996-12-03,9999-01-01
220439,Rosella,Schurmann,1996-04-26,9999-01-01
220442,Shuzo,Improta,1999-03-09,9999-01-01
220442,Shuzo,Improta,1992-03-08,1999-03-09
220448,Marsha,Koblick,1986-07-15,1991-02-04
220459,Ekawit,Bahk,1991-05-17,1998-06-18
220465,Sanjoy,Mukaidono,1994-09-23,2000-09-22
220465,Sanjoy,Mukaidono,2000-09-22,2000-12-04
220488,Arvind,Weisert,1996-11-02,9999-01-01
220488,Arvind,Weisert,1988-11-02,1996-11-02
220491,Ramzi,Chenney,1993-03-30,1994-03-11
220491,Ramzi,Chenney,1986-03-30,1993-03-30
220512,Gretta,Basagni,1985-07-16,9999-01-01
220526,Aram,Shiratori,1998-08-26,9999-01-01
220549,Gal,Cusworth,1997-09-06,9999-01-01
220555,Poornachandra,Luby,1993-02-12,9999-01-01
220555,Poornachandra,Luby,1988-02-13,1993-02-12
220556,Stabislas,Gulik,1992-12-04,1995-07-03
220563,Manu,Meszaros,1985-02-20,1995-06-29
220568,Xuejia,Talmon,1988-01-25,1997-01-24
220568,Xuejia,Talmon,1997-01-24,9999-01-01
220590,Zita,Luit,1997-04-02,9999-01-01
220590,Zita,Luit,1991-04-03,1997-04-02
220617,Turgut,Millington,1997-02-10,9999-01-01
220617,Turgut,Millington,1988-02-11,1997-02-10
220619,Gor,Jahnichen,1988-12-04,9999-01-01
220622,Tsuneo,Bernardinello,1985-08-30,9999-01-01
220624,Lakshmi,Marakhovsky,1996-04-20,9999-01-01
220632,Arnd,Thebaut,1988-11-06,1994-10-15
220641,Taegyun,Ozery,1992-04-06,9999-01-01
220641,Taegyun,Ozery,1986-04-07,1992-04-06
220642,Cathie,Srimani,1997-05-16,9999-01-01
220642,Cathie,Srimani,1988-05-16,1997-05-16
220645,Susanna,Penz,1999-10-12,2000-08-19
220650,Dines,Katzenelson,1995-12-23,9999-01-01
220650,Dines,Katzenelson,1987-12-23,1995-12-23
220657,Krisda,Sinitsyn,1994-06-23,9999-01-01
220657,Krisda,Sinitsyn,1986-06-23,1994-06-23
220667,Turgut,Lyonns,1999-11-17,9999-01-01
220671,Ult,Birta,1985-02-16,9999-01-01
220672,Genta,Caine,1994-03-03,9999-01-01
220674,Irene,Bruckman,1995-01-27,9999-01-01
220692,Monique,Remmele,1989-10-21,9999-01-01
220702,Steen,Crabtree,1987-06-28,1994-06-28
220702,Steen,Crabtree,1994-06-28,9999-01-01
220718,KayLiang,Polajnar,1996-10-07,9999-01-01
220718,KayLiang,Polajnar,1988-10-07,1996-10-07
220722,Claudi,Slaats,1990-12-12,2000-10-22
220722,Claudi,Slaats,1985-12-12,1990-12-12
220728,Sashi,Halevi,1986-10-18,9999-01-01
220729,Shimshon,Kamber,2001-05-08,9999-01-01
220729,Shimshon,Kamber,1994-05-08,2001-05-08
220731,Srinidhi,Vieth,1987-12-20,1989-09-11
220756,Krister,Billingsley,1994-08-06,9999-01-01
220762,Pramod,Schreiter,1987-07-20,9999-01-01
220763,Chandrasekaran,Sherertz,1999-05-21,9999-01-01
220763,Chandrasekaran,Sherertz,1991-05-21,1999-05-21
220765,Ekawit,Merel,1999-12-05,9999-01-01
220770,Jayson,Eiron,1998-05-24,9999-01-01
220770,Jayson,Eiron,1992-05-24,1998-05-24
220772,Ingmar,Ranka,1998-10-20,9999-01-01
220772,Ingmar,Ranka,1992-10-20,1998-10-20
220785,Sugwoo,Redmiles,1985-10-28,9999-01-01
220794,Shiv,Unni,1988-08-21,1996-08-21
220794,Shiv,Unni,1996-08-21,1999-02-19
220795,Cedric,Holburn,1985-12-23,9999-01-01
220800,Jaber,Moffat,1986-09-23,1991-09-23
220800,Jaber,Moffat,1991-09-23,2000-01-23
220804,Aral,Uludag,1987-05-16,9999-01-01
220820,Udo,Lowrie,1991-08-10,1995-07-31
220832,Dipankar,Bednarek,1988-04-15,1997-01-31
220834,Leandro,Fujisaki,1987-02-17,9999-01-01
220850,KayLiang,Lipner,1985-12-04,1993-12-04
220850,KayLiang,Lipner,1993-12-04,9999-01-01
220868,Christoph,Lovengreen,2002-02-02,9999-01-01
220868,Christoph,Lovengreen,1995-02-02,2002-02-02
220872,Soenke,Berztiss,1993-05-04,9999-01-01
220877,Baruch,Christ,1987-10-27,1995-10-27
220877,Baruch,Christ,1995-10-27,9999-01-01
220881,Subbu,Wissmann,1996-01-12,9999-01-01
220881,Subbu,Wissmann,1991-01-12,1996-01-12
220888,Sadok,Szilard,2000-05-06,9999-01-01
220888,Sadok,Szilard,1992-05-06,2000-05-06
220896,Berna,Lalonde,1987-09-10,1995-09-10
220896,Berna,Lalonde,1995-09-10,9999-01-01
220897,Kwangjo,Serot,1985-06-20,9999-01-01
220900,Sachin,Murtafg,1987-10-21,1996-10-20
220900,Sachin,Murtafg,1996-10-20,2000-01-09
220901,Stevo,Zumaque,1990-06-09,1999-06-09
220901,Stevo,Zumaque,1999-06-09,9999-01-01
220903,Marlo,Domenig,1992-09-23,9999-01-01
220903,Marlo,Domenig,1986-09-24,1992-09-23
220904,Kwee,Boudaillier,1993-02-08,9999-01-01
220907,Pramod,McClure,1985-02-16,1986-06-29
220912,Yoshinari,Guerreiro,1997-11-19,2001-09-01
220918,Kankanahalli,Melski,1987-09-05,9999-01-01
220925,Muneo,Piancastelli,1998-11-28,9999-01-01
220925,Muneo,Piancastelli,1992-11-28,1998-11-28
220926,Xiahua,Brobst,1994-02-16,9999-01-01
220932,Hinrich,Bisiani,1985-07-11,1990-07-11
220932,Hinrich,Bisiani,1990-07-11,9999-01-01
220933,Izaskun,Openshaw,1987-06-19,1992-10-30
220934,Jiafu,Rattan,1996-04-12,9999-01-01
220934,Jiafu,Rattan,1987-04-13,1996-04-12
220955,Houman,Nicolson,1987-03-24,9999-01-01
220956,Dannz,Beerel,1986-02-19,9999-01-01
220981,Jinpo,Denti,1997-07-24,9999-01-01
220981,Jinpo,Denti,1991-07-25,1997-07-24
220992,Arie,Francisci,1995-01-06,1998-10-26
220998,Eckart,Bael,1999-10-02,9999-01-01
221004,Gro,Curless,1995-04-26,2000-04-25
221004,Gro,Curless,2000-04-25,9999-01-01
221008,Shrikanth,Ramalingam,1987-08-19,1994-08-19
221008,Shrikanth,Ramalingam,1994-08-19,9999-01-01
221014,Arunachalam,Baca,1989-04-11,1995-04-11
221014,Arunachalam,Baca,1995-04-11,9999-01-01
221027,Yongdong,Hofstetter,1988-04-13,9999-01-01
221035,Troy,Facello,1993-11-27,9999-01-01
221035,Troy,Facello,1985-11-27,1993-11-27
221040,Susanta,Socorro,1988-08-06,1993-08-06
221040,Susanta,Socorro,1993-08-06,9999-01-01
221047,Arch,Basawa,1986-06-24,1995-06-24
221047,Arch,Basawa,1995-06-24,9999-01-01
221052,Claudi,Godskesen,1988-03-10,1994-03-10
221052,Claudi,Godskesen,1994-03-10,9999-01-01
221060,Zhonghui,Zobel,1988-08-18,1994-08-18
221060,Zhonghui,Zobel,1994-08-18,9999-01-01
221065,Ulises,Remmers,1996-02-25,9999-01-01
221065,Ulises,Remmers,1987-02-25,1996-02-25
221075,Sajjad,Makrucki,1993-11-24,9999-01-01
221075,Sajjad,Makrucki,1986-11-24,1993-11-24
221076,Richard,Prenel,1990-06-07,9999-01-01
221080,Tesuya,Rosaz,1986-01-28,9999-01-01
221085,Chaosheng,Ramaiah,1992-07-14,1999-07-15
221085,Chaosheng,Ramaiah,1999-07-15,9999-01-01
221086,Baziley,Motley,2002-07-29,9999-01-01
221086,Baziley,Motley,1997-07-29,2002-07-29
221088,Danae,Kawashima,1985-08-07,1993-08-07
221088,Danae,Kawashima,1993-08-07,9999-01-01
221109,Arch,Pardalos,1991-05-08,1999-05-08
221109,Arch,Pardalos,1999-05-08,9999-01-01
221115,Zhongwei,Samarati,1993-09-18,1994-07-22
221115,Zhongwei,Samarati,1986-09-18,1993-09-18
221118,Nimmagadda,Klyachko,1997-01-04,2002-01-04
221118,Nimmagadda,Klyachko,2002-01-04,9999-01-01
221127,Ziva,Morrin,1986-04-11,1992-04-10
221127,Ziva,Morrin,1992-04-10,9999-01-01
221130,Tomofumi,Kornatzky,1986-07-10,1992-07-09
221130,Tomofumi,Kornatzky,1992-07-09,9999-01-01
221139,Harngdar,Pietracaprina,1993-01-27,9999-01-01
221139,Harngdar,Pietracaprina,1988-01-28,1993-01-27
221141,Aloys,McAlpine,1994-07-12,1998-02-14
221142,Marin,Kambil,1999-05-04,9999-01-01
221161,Panayotis,Perng,1988-06-04,9999-01-01
221166,Jaana,Isaac,1987-05-07,1994-05-07
221166,Jaana,Isaac,1994-05-07,9999-01-01
221167,Yishay,Meszaros,1985-12-23,1993-12-23
221167,Yishay,Meszaros,1993-12-23,9999-01-01
221172,DAIDA,Bugaenko,1998-10-30,9999-01-01
221188,Masaki,Jansen,1987-05-03,9999-01-01
221199,Sandeepan,Danlos,1995-02-26,9999-01-01
221199,Sandeepan,Danlos,1986-02-26,1995-02-26
221207,Jinxi,Bierman,1992-11-26,9999-01-01
221221,Billur,Sewelson,1987-09-14,9999-01-01
221223,Mariangiola,Vandervoorde,1991-08-24,1995-07-20
221223,Mariangiola,Vandervoorde,1986-08-24,1991-08-24
221230,Yaghout,Curless,1997-02-08,9999-01-01
221234,Shounak,Merli,1986-04-21,1992-03-01
221235,Shen,Gimarc,1994-03-07,9999-01-01
221235,Shen,Gimarc,1989-03-07,1994-03-07
221240,Vitali,Plump,1986-11-03,1991-11-03
221240,Vitali,Plump,1991-11-03,9999-01-01
221262,Chenxi,Alpay,1992-04-06,1999-04-07
221262,Chenxi,Alpay,1999-04-07,9999-01-01
221267,Mizuhito,Hertweck,1985-09-30,1990-06-17
221269,Isamu,Miyakawa,1986-11-28,1992-11-27
221269,Isamu,Miyakawa,1992-11-27,2001-09-29
221272,Duangkaew,Makinen,1993-11-07,2000-11-07
221272,Duangkaew,Makinen,2000-11-07,9999-01-01
221274,Mingdong,Gargeya,1999-10-27,9999-01-01
221276,Alassane,Weedman,1988-05-15,1996-05-15
221276,Alassane,Weedman,1996-05-15,9999-01-01
221286,Marl,Matzen,1987-11-06,1993-11-05
221286,Marl,Matzen,1993-11-05,9999-01-01
221287,Chandrasekaran,Orsini,1997-10-29,9999-01-01
221288,Lalit,Bridgland,1997-10-10,9999-01-01
221296,Mahendra,Ferretti,1987-03-20,1998-10-22
221297,Thanasis,Unno,1988-04-06,9999-01-01
221302,Tomokazu,Lieblein,1991-12-06,9999-01-01
221308,Shounak,Kroft,1985-05-02,1992-05-02
221308,Shounak,Kroft,1992-05-02,9999-01-01
221324,Elgin,Trumbly,1997-02-19,9999-01-01
221337,Ramachenga,Jiang,1994-02-04,9999-01-01
221337,Ramachenga,Jiang,1988-02-05,1994-02-04
221351,Odoardo,Chepyzhov,2002-03-17,9999-01-01
221351,Odoardo,Chepyzhov,1994-03-17,2002-03-17
221354,Van,Schaar,1992-07-23,2001-07-23
221354,Van,Schaar,2001-07-23,9999-01-01
221356,Pradeep,Hagimont,1995-05-01,2002-05-01
221356,Pradeep,Hagimont,2002-05-01,9999-01-01
221361,Aron,Krichel,1998-11-08,9999-01-01
221371,Pohua,Percebois,1986-02-12,1998-07-10
221372,Arup,Garigliano,1997-10-25,1998-09-03
221380,Chiranjit,Schneeberger,1987-07-18,9999-01-01
221385,Nalini,Randi,2000-02-17,9999-01-01
221385,Nalini,Randi,1994-02-17,2000-02-17
221388,Gao,Lund,1986-06-12,9999-01-01
221396,Leandro,Caine,1995-06-30,9999-01-01
221398,Hiroyasu,Cochrane,1988-11-29,1994-11-29
221398,Hiroyasu,Cochrane,1994-11-29,2000-11-28
221398,Hiroyasu,Cochrane,2000-11-28,9999-01-01
221404,Constantino,Butner,1985-07-24,1991-07-24
221404,Constantino,Butner,1991-07-24,9999-01-01
221417,Bezalel,Kisuki,1985-05-31,1992-05-31
221417,Bezalel,Kisuki,1992-05-31,9999-01-01
221427,Bouchung,Picht,1999-01-12,9999-01-01
221453,Abdulla,Staylopatis,1987-06-10,9999-01-01
221463,Ayakannu,Takkinen,1988-10-27,1997-10-26
221463,Ayakannu,Takkinen,1997-10-26,9999-01-01
221474,Hatsukazu,Berztiss,1986-11-28,9999-01-01
221475,Wilmer,Engelmann,1994-06-22,2002-06-22
221475,Wilmer,Engelmann,2002-06-22,9999-01-01
221485,Nahum,Szmurlo,1987-11-17,9999-01-01
221487,Rutger,Kambil,1995-01-12,9999-01-01
221505,Gritta,Barriga,1986-05-23,1989-01-23
221515,Weicheng,Hutter,1988-03-06,1995-03-07
221515,Weicheng,Hutter,1995-03-07,9999-01-01
221528,Jixiang,Molenkamp,1985-06-29,9999-01-01
221561,Shigeichiro,Plump,1993-12-12,9999-01-01
221571,Siddarth,Candan,1989-06-20,9999-01-01
221577,Gita,Capobianchi,1997-05-27,9999-01-01
221583,Atreyi,Heusch,1988-01-15,9999-01-01
221586,Huican,Peral,1988-08-25,1989-09-02
221592,Gift,Adachi,1996-02-12,9999-01-01
221592,Gift,Adachi,1988-02-12,1996-02-12
221594,Niteen,Strooper,1985-07-01,1994-07-01
221594,Niteen,Strooper,1994-07-01,9999-01-01
221599,Juyoung,Serot,1990-03-19,9999-01-01
221599,Juyoung,Serot,1985-03-19,1990-03-19
221600,Weiwu,Yemenis,1987-08-04,1992-08-03
221600,Weiwu,Yemenis,1992-08-03,1997-08-03
221600,Weiwu,Yemenis,1997-08-03,9999-01-01
221609,Naftaly,Champarnaud,1985-12-17,1994-12-17
221609,Naftaly,Champarnaud,1994-12-17,9999-01-01
221613,Ziyad,Famili,1991-03-14,2001-11-18
221631,Fusako,Ponthieu,1993-12-23,9999-01-01
221631,Fusako,Ponthieu,1985-12-23,1993-12-23
221634,Tze,Anido,1992-02-25,9999-01-01
221634,Tze,Anido,1986-02-25,1992-02-25
221644,Jeong,Peyn,1992-10-03,1998-10-03
221644,Jeong,Peyn,1998-10-03,9999-01-01
221645,Pradeep,Rabehasaina,1999-11-25,9999-01-01
221649,Uinam,Fiebach,1997-08-06,9999-01-01
221649,Uinam,Fiebach,1991-08-07,1997-08-06
221659,Hailing,Montemayor,1999-08-03,9999-01-01
221663,Parto,Pileggi,1993-05-06,9999-01-01
221663,Parto,Pileggi,1985-05-06,1993-05-06
221683,Gritta,Osgood,1991-06-25,1997-06-24
221683,Gritta,Osgood,1997-06-24,9999-01-01
221688,Cedric,Gecsel,1996-12-23,9999-01-01
221688,Cedric,Gecsel,1987-12-24,1996-12-23
221691,Udi,Munke,1995-01-15,9999-01-01
221707,Yolla,Heuter,1986-11-15,1992-09-03
221708,Zijian,Selenyi,1992-05-10,9999-01-01
221709,Edwin,Parascandalo,1995-09-18,9999-01-01
221709,Edwin,Parascandalo,1988-09-17,1995-09-18
221715,Rayond,Noriega,1988-01-27,9999-01-01
221724,Tadanori,Neiman,1985-04-07,1993-10-23
221735,Martina,Plavsic,1985-11-15,1991-11-15
221735,Martina,Plavsic,1991-11-15,1994-06-23
221736,Yolla,Warwick,1987-07-12,1993-07-11
221736,Yolla,Warwick,1993-07-11,9999-01-01
221748,Miomir,Denos,1988-12-23,1993-12-23
221748,Miomir,Denos,1993-12-23,9999-01-01
221755,Luerbio,Sudbeck,1993-08-11,9999-01-01
221755,Luerbio,Sudbeck,1985-08-11,1993-08-11
221756,Shim,Avouris,1997-01-26,1999-01-14
221758,Sivanarayana,Coullard,1989-07-01,9999-01-01
221759,Jingling,Luders,1995-04-26,9999-01-01
221760,Marko,Ellozy,1997-08-04,9999-01-01
221763,Maia,Rindone,1985-08-04,1991-08-06
221766,Tzvetan,Karunanithi,1988-10-18,1996-10-18
221766,Tzvetan,Karunanithi,1996-10-18,9999-01-01
221770,Jayesh,Winter,1996-12-13,9999-01-01
221772,Ronghao,Kaiserswerth,1989-10-28,1997-10-27
221772,Ronghao,Kaiserswerth,1997-10-27,9999-01-01
221777,Eben,Kavraki,1985-06-16,1994-06-16
221777,Eben,Kavraki,1994-06-16,9999-01-01
221792,Fen,Buescher,1999-11-26,2001-03-06
221793,Paloma,Marciano,1998-10-09,2000-09-18
221794,Nevin,Talmon,1995-12-30,9999-01-01
221794,Nevin,Talmon,1986-12-30,1995-12-30
221799,Tran,Lorys,1986-08-22,9999-01-01
221800,Youpyo,Schaad,1987-01-08,1992-01-08
221800,Youpyo,Schaad,1992-01-08,9999-01-01
221801,Kristinn,Rahimi,1985-08-12,1991-08-12
221801,Kristinn,Rahimi,1991-08-12,1997-08-11
221801,Kristinn,Rahimi,1997-08-11,9999-01-01
221805,Yucai,Luders,1994-10-12,9999-01-01
221805,Yucai,Luders,1985-10-12,1994-10-12
221814,Sukumar,Leppanen,1997-06-23,9999-01-01
221824,Parviz,Orsini,1999-10-12,9999-01-01
221824,Parviz,Orsini,1990-10-12,1999-10-12
221829,Nectarios,Smeets,1990-08-21,9999-01-01
221845,Filipp,Luck,1988-03-23,1994-10-17
221850,Mitsuyuki,Ritzmann,1993-03-25,2002-03-25
221850,Mitsuyuki,Ritzmann,2002-03-25,9999-01-01
221863,Radhia,Schlegelmilch,1993-04-06,9999-01-01
221863,Radhia,Schlegelmilch,1987-04-07,1993-04-06
221878,Phillip,Albarhamtoshy,1990-02-04,1998-02-04
221878,Phillip,Albarhamtoshy,1998-02-04,9999-01-01
221881,Subhash,Cyne,1985-04-22,9999-01-01
221882,Sahrah,Aloia,1996-02-20,9999-01-01
221882,Sahrah,Aloia,1987-02-20,1996-02-20
221888,Nathalie,Frolund,1995-02-14,9999-01-01
221894,Ohad,Birjandi,1996-01-13,9999-01-01
221894,Ohad,Birjandi,1987-01-13,1996-01-13
221904,Sastry,Feldhoffer,1997-05-01,9999-01-01
221905,Bezalel,Ferretti,1997-01-25,2000-03-31
221908,Wayne,Vieri,1994-07-05,1999-07-05
221908,Wayne,Vieri,1999-07-05,9999-01-01
221916,Kristine,Theuretzbacher,1990-08-01,1998-08-01
221916,Kristine,Theuretzbacher,1998-08-01,9999-01-01
221927,Teunis,Usdin,1986-04-15,9999-01-01
221946,Kazuhira,Foote,1989-03-11,1994-03-11
221946,Kazuhira,Foote,1994-03-11,9999-01-01
221956,Kwok,Schoegge,1986-06-15,1994-06-15
221956,Kwok,Schoegge,1994-06-15,2001-07-01
221959,Krassimir,Lueh,1991-05-04,1998-05-04
221959,Krassimir,Lueh,1998-05-04,9999-01-01
221984,Manibrata,Assaf,1987-01-05,9999-01-01
221989,Jiakeng,Terekhov,1998-02-06,9999-01-01
221990,Adel,Hiyoshi,1990-12-30,1995-12-30
221990,Adel,Hiyoshi,1995-12-30,9999-01-01
222008,Shuji,Lamba,1995-10-18,9999-01-01
222013,Remko,Ohori,1996-02-13,9999-01-01
222019,Kristian,Edelhoff,1992-08-30,9999-01-01
222019,Kristian,Edelhoff,1987-08-31,1992-08-30
222022,Dung,Mayerwieser,1993-11-18,9999-01-01
222022,Dung,Mayerwieser,1988-11-18,1993-11-18
222024,Dannz,Schaad,1996-09-10,2001-06-14
222036,Serenella,Thiria,1988-02-20,9999-01-01
222046,Nahla,Driscoll,1987-03-06,1994-03-06
222046,Nahla,Driscoll,1994-03-06,9999-01-01
222048,Gen,Sidhu,1985-08-13,1990-08-13
222048,Gen,Sidhu,1990-08-13,9999-01-01
222067,Gift,Gaughan,1997-07-24,9999-01-01
222076,Richard,Zwicker,1995-03-18,9999-01-01
222076,Richard,Zwicker,1987-03-18,1995-03-18
222077,Gor,Kilgour,1995-07-10,9999-01-01
222077,Gor,Kilgour,1987-07-10,1995-07-10
222079,Bojan,Streng,1988-10-29,1995-10-29
222079,Bojan,Streng,1995-10-29,9999-01-01
222085,Peternela,Staelin,1986-02-16,1994-02-16
222085,Peternela,Staelin,1994-02-16,9999-01-01
222104,Alois,Liesche,1996-12-09,9999-01-01
222104,Alois,Liesche,1987-12-10,1996-12-09
222105,Qingxiang,Koblick,1993-07-05,9999-01-01
222105,Qingxiang,Koblick,1985-07-05,1993-07-05
222109,Souichi,Fargier,1999-10-31,9999-01-01
222110,Maria,Warwick,1986-08-07,1993-08-07
222110,Maria,Warwick,1993-08-07,9999-01-01
222111,Kazuhide,Honiden,1991-05-11,9999-01-01
222111,Kazuhide,Honiden,1986-05-11,1991-05-11
222113,Lobel,Gilg,1991-05-12,9999-01-01
222113,Lobel,Gilg,1986-05-12,1991-05-12
222121,Emran,Lindenbaum,1989-01-18,1996-01-19
222121,Emran,Lindenbaum,1996-01-19,1996-07-24
222122,Weidon,Henseler,1988-03-31,1996-03-31
222122,Weidon,Henseler,1996-03-31,9999-01-01
222125,Elvia,Oehlmann,1987-07-02,1993-07-01
222125,Elvia,Oehlmann,1993-07-01,9999-01-01
222127,Leah,Passafiume,1986-05-18,1992-11-16
222145,Zhiwei,Huttel,1995-01-05,9999-01-01
222145,Zhiwei,Huttel,1990-01-05,1995-01-05
222147,Hitomi,Bernatsky,1991-11-18,9999-01-01
222147,Hitomi,Bernatsky,1986-11-18,1991-11-18
222155,Kellie,Delgrande,1992-12-01,1999-12-02
222155,Kellie,Delgrande,1999-12-02,9999-01-01
222159,Hatem,Mattern,1986-09-02,1992-09-01
222159,Hatem,Mattern,1992-09-01,1998-09-01
222159,Hatem,Mattern,1998-09-01,9999-01-01
222173,Feiyu,Esteva,1988-11-22,1995-11-23
222173,Feiyu,Esteva,1995-11-23,9999-01-01
222180,Maia,Feinberg,1997-11-18,9999-01-01
222180,Maia,Feinberg,1988-11-18,1997-11-18
222192,Wuxu,Esteva,1995-06-08,9999-01-01
222196,Takahito,Yurek,1994-03-13,9999-01-01
222196,Takahito,Yurek,1985-03-13,1994-03-13
222205,Ayonca,Validov,1995-05-10,9999-01-01
222205,Ayonca,Validov,1990-05-10,1995-05-10
222213,Salvador,Wielonsky,1990-02-14,1999-02-14
222213,Salvador,Wielonsky,1999-02-14,9999-01-01
222217,Matt,Heuser,1993-06-06,1997-01-01
222239,Zhiguo,Kilgour,1998-10-13,9999-01-01
222242,Michaela,Baer,1999-01-16,9999-01-01
222242,Michaela,Baer,1990-01-16,1999-01-16
222244,Basant,Petereit,1987-02-09,1994-02-09
222244,Basant,Petereit,1994-02-09,9999-01-01
222251,Jagoda,Leivant,1988-06-21,9999-01-01
222267,Taiji,Back,1987-10-12,1992-07-19
222268,Guadalupe,Hedayat,1999-08-14,9999-01-01
222279,Syozo,Peroz,1986-11-24,9999-01-01
222281,Nikolaus,DuBourdieux,1999-04-19,9999-01-01
222286,Hongzue,Claffy,1985-04-28,1993-04-28
222286,Hongzue,Claffy,1993-04-28,1997-05-27
222295,Maha,Ermel,1995-08-10,9999-01-01
222298,Shaw,Cunliffe,1993-10-31,1998-06-29
222298,Shaw,Cunliffe,1985-10-31,1993-10-31
222314,Mingzeng,Rothenberg,1985-03-21,1990-03-21
222314,Mingzeng,Rothenberg,1990-03-21,9999-01-01
222326,DeForest,Heyers,1987-11-09,1992-11-08
222326,DeForest,Heyers,1992-11-08,9999-01-01
222330,Gor,Bellone,1995-02-01,9999-01-01
222330,Gor,Bellone,1986-02-01,1995-02-01
222339,Junichi,Grabner,1985-05-05,1993-05-05
222339,Junichi,Grabner,1993-05-05,2001-05-05
222339,Junichi,Grabner,2001-05-05,9999-01-01
222341,Arie,Birge,1988-10-07,1995-10-08
222341,Arie,Birge,1995-10-08,9999-01-01
222346,Muneo,Gadepally,1987-10-02,9999-01-01
222358,Vishv,Pramanik,1992-04-03,9999-01-01
222358,Vishv,Pramanik,1987-04-04,1992-04-03
222359,Kristen,Murtafg,1999-10-17,9999-01-01
222364,Shao,Benzmuller,1985-02-28,1990-02-28
222364,Shao,Benzmuller,1990-02-28,9999-01-01
222369,Mingsen,Mellouli,1993-12-26,9999-01-01
222369,Mingsen,Mellouli,1985-12-26,1993-12-26
222371,Tsutomu,Brender,1986-10-10,1992-10-09
222371,Tsutomu,Brender,1992-10-09,9999-01-01
222375,Somnath,Rajcani,1986-09-19,1993-09-19
222375,Somnath,Rajcani,1993-09-19,9999-01-01
222384,Xinglin,Krybus,1996-02-19,2001-02-21
222384,Xinglin,Krybus,1988-02-19,1996-02-19
222392,Gunilla,Pardalos,1989-07-29,1997-07-29
222392,Gunilla,Pardalos,1997-07-29,9999-01-01
222403,Djenana,Lyonns,1998-09-20,9999-01-01
222403,Djenana,Lyonns,1990-09-20,1998-09-20
222404,Fusako,Kilgour,1992-09-18,9999-01-01
222404,Fusako,Kilgour,1986-09-19,1992-09-18
222410,Jianhao,Erie,1996-03-26,9999-01-01
222420,Hailing,Jansch,1988-01-14,1994-01-13
222420,Hailing,Jansch,1994-01-13,1998-02-26
222427,Roselyn,Schaft,1998-12-31,9999-01-01
222430,Guoxiang,Dolinsky,1990-07-29,9999-01-01
222433,Munehiro,Serna,1989-02-02,1996-02-03
222433,Munehiro,Serna,1996-02-03,9999-01-01
222437,Miquel,Zongker,1994-09-29,9999-01-01
222437,Miquel,Zongker,1987-09-29,1994-09-29
222438,Nishit,Sridhar,1994-06-01,9999-01-01
222439,Arve,Kirkerud,1987-09-19,9999-01-01
222446,Yonghong,Gente,1993-04-12,1999-04-12
222446,Yonghong,Gente,1999-04-12,9999-01-01
222456,Wilmer,Peek,1998-09-19,9999-01-01
222470,Jaques,Velardi,1990-06-04,1998-06-04
222470,Jaques,Velardi,1998-06-04,9999-01-01
222475,Xinyu,Petereit,1987-09-29,9999-01-01
222483,Mostafa,Sidhu,1992-02-07,1997-10-24
222483,Mostafa,Sidhu,1987-02-07,1992-02-07
222494,Ottavia,Parfitt,1985-02-15,1993-02-15
222494,Ottavia,Parfitt,1993-02-15,1993-05-06
222496,Shao,Etalle,1993-12-17,9999-01-01
222496,Shao,Etalle,1986-12-17,1993-12-17
222506,Xudong,Alpay,1986-09-28,1992-09-27
222506,Xudong,Alpay,1992-09-27,9999-01-01
222510,Honglan,Speckmann,1985-11-02,1993-11-02
222510,Honglan,Speckmann,1993-11-02,9999-01-01
222511,Leon,Scharstein,1997-11-02,1997-11-09
222512,Fumitake,Murtafg,1998-11-09,9999-01-01
222515,Miquel,Anger,1997-10-08,9999-01-01
222515,Miquel,Anger,1988-10-08,1997-10-08
222536,Feipei,Merel,1994-07-14,9999-01-01
222536,Feipei,Merel,1986-07-14,1994-07-14
222538,Cullen,Carrere,1986-06-04,1992-06-03
222538,Cullen,Carrere,1992-06-03,9999-01-01
222549,Ramzi,Onuegbe,1987-08-04,1993-08-03
222549,Ramzi,Onuegbe,1993-08-03,2000-04-16
222550,Sadok,Wroclawski,1985-04-18,1990-04-18
222550,Sadok,Wroclawski,1990-04-18,1995-04-18
222550,Sadok,Wroclawski,1995-04-18,9999-01-01
222552,Shaowei,Deyuan,1985-02-24,9999-01-01
222558,Hinrich,Ducloy,1987-06-24,1995-06-24
222558,Hinrich,Ducloy,1995-06-24,9999-01-01
222559,Arvind,Mitina,1997-07-08,9999-01-01
222559,Arvind,Mitina,1991-07-09,1997-07-08
222567,Katsuyuki,Bultermann,1991-07-31,9999-01-01
222573,Gadiel,Bellmore,1999-10-26,2002-06-08
222577,Parviz,Gniady,1991-11-26,1997-11-25
222577,Parviz,Gniady,1997-11-25,9999-01-01
222587,Kiyokazu,Chiola,1991-01-04,9999-01-01
222587,Kiyokazu,Chiola,1986-01-04,1991-01-04
222592,Nakhoon,Schaar,1986-03-25,1991-05-03
222595,Becky,Kavvadias,1991-05-08,9999-01-01
222598,Lokesh,Bade,1999-12-07,9999-01-01
222602,Amstein,Randi,1988-08-02,9999-01-01
222621,Xudong,Melter,2001-05-11,9999-01-01
222621,Xudong,Melter,1993-05-11,2001-05-11
222624,Kenton,Birdsall,1993-01-12,9999-01-01
222624,Kenton,Birdsall,1986-01-12,1993-01-12
